date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used
2021-03-24,California,15691888.0,20489560.0,10522002.0,13.51,39.71,5337045.0,26.63,51.86,342849.0,361552.0,9150.0,0.766
2021-03-25,California,16062266.0,20941290.0,10757446.0,13.87,40.65,5481297.0,27.23,53.0,370378.0,357025.0,9036.0,0.767
2021-03-26,California,16527440.0,21520340.0,11059981.0,14.34,41.83,5665179.0,27.99,54.47,465174.0,377779.0,9561.0,0.768
2021-03-27,California,16944916.0,21865730.0,11323197.0,14.76,42.89,5830902.0,28.66,55.34,417476.0,381256.0,9649.0,0.775
2021-03-28,California,17335016.0,21865730.0,11574081.0,15.14,43.87,5983249.0,29.29,55.34,390100.0,375263.0,9497.0,0.793
2021-03-29,California,17703550.0,21865730.0,11802833.0,15.52,44.81,6131336.0,29.87,55.34,368534.0,378982.0,9592.0,0.81
2021-03-30,California,17922091.0,23117480.0,11929476.0,15.76,45.36,6228491.0,30.19,58.51,218541.0,367579.0,9303.0,0.775
2021-03-31,California,18223412.0,23660110.0,12120118.0,16.07,46.12,6348325.0,30.67,59.88,301321.0,361646.0,9153.0,0.77
2021-04-01,California,18604164.0,24288100.0,12376871.0,16.41,47.08,6485628.0,31.32,61.47,380752.0,363128.0,9190.0,0.766
2021-04-02,California,18985902.0,24873840.0,12625303.0,16.8,48.05,6637438.0,31.95,62.95,381738.0,351209.0,8889.0,0.763
2021-04-03,California,19449615.0,25338590.0,12935569.0,17.25,49.22,6817086.0,32.74,64.13,463713.0,357814.0,9056.0,0.768
2021-04-04,California,19962420.0,25338590.0,13292476.0,17.77,50.52,7020160.0,33.64,64.13,512805.0,375343.0,9499.0,0.788
2021-04-05,California,20309146.0,25338590.0,13529603.0,18.14,51.4,7166145.0,34.24,64.13,346726.0,372228.0,9421.0,0.802
2021-04-06,California,20485651.0,26977640.0,13636653.0,18.35,51.85,7249897.0,34.51,68.28,176505.0,366223.0,9269.0,0.759
2021-04-07,California,20865892.0,27370670.0,13880287.0,18.79,52.81,7422738.0,35.13,69.27,380241.0,377497.0,9554.0,0.762
2021-04-08,California,21243518.0,27861050.0,14123008.0,19.23,53.76,7599559.0,35.74,70.51,377626.0,377051.0,9543.0,0.762
2021-04-09,California,21725654.0,28532520.0,14445185.0,19.8,54.98,7822226.0,36.56,72.21,482136.0,391393.0,9906.0,0.761
2021-04-10,California,22281619.0,29034050.0,14803675.0,20.53,56.39,8110488.0,37.47,73.48,555965.0,404572.0,10239.0,0.767
2021-04-11,California,22754163.0,29034050.0,15123816.0,21.09,57.59,8332396.0,38.28,73.48,472544.0,398820.0,10094.0,0.784
2021-04-12,California,23031055.0,29034050.0,15320888.0,21.41,58.29,8459357.0,38.78,73.48,276892.0,388844.0,9841.0,0.793
2021-04-13,California,23227199.0,29738690.0,15451699.0,21.65,58.78,8553174.0,39.11,75.26,196144.0,391650.0,9912.0,0.781
2021-04-14,California,23721226.0,30837670.0,15797249.0,22.01,60.04,8696655.0,39.98,78.05,494027.0,407905.0,10324.0,0.769
2021-04-15,California,24242205.0,31427050.0,16125197.0,22.67,61.35,8959332.0,40.81,79.54,520979.0,428384.0,10842.0,0.771
2021-04-16,California,25047682.0,31956570.0,16475520.0,23.89,63.39,9439183.0,41.7,80.88,805477.0,474575.0,12011.0,0.784
2021-04-17,California,25569748.0,32618010.0,16772771.0,24.49,64.71,9677332.0,42.45,82.55,522066.0,469733.0,11888.0,0.784
2021-04-18,California,26092008.0,32618010.0,17076851.0,25.05,66.04,9897558.0,43.22,82.55,522260.0,476835.0,12068.0,0.8
2021-04-19,California,26435308.0,32618010.0,17276173.0,25.41,66.9,10041634.0,43.72,82.55,343300.0,486322.0,12308.0,0.81
2021-04-20,California,26689222.0,33776490.0,17416579.0,25.7,67.55,10155836.0,44.08,85.48,253914.0,494575.0,12517.0,0.79
2021-04-21,California,27013516.0,34409560.0,17580351.0,26.11,68.37,10318378.0,44.49,87.09,324294.0,470327.0,11903.0,0.785
2021-04-22,California,27384986.0,35048770.0,17777363.0,26.56,69.31,10493528.0,44.99,88.7,371470.0,448969.0,11363.0,0.781
2021-04-23,California,27727113.0,35512950.0,17946815.0,27.0,70.17,10667085.0,45.42,89.88,342127.0,382776.0,9688.0,0.781
2021-04-24,California,28302062.0,36095210.0,18212594.0,27.77,71.63,10974104.0,46.09,91.35,574949.0,390331.0,9879.0,0.784
2021-04-25,California,28798648.0,36101260.0,18487071.0,28.35,72.89,11201869.0,46.79,91.37,496586.0,386663.0,9786.0,0.798
2021-04-26,California,29151065.0,36101260.0,18667924.0,28.78,73.78,11373056.0,47.25,91.37,352417.0,387965.0,9819.0,0.807
2021-04-27,California,29372925.0,37589380.0,18786817.0,29.05,74.34,11476524.0,47.55,95.13,221860.0,383386.0,9703.0,0.781
2021-04-28,California,29640092.0,37945460.0,18913274.0,29.4,75.01,11618186.0,47.87,96.03,267167.0,375225.0,9496.0,0.781
2021-04-29,California,29957450.0,38562350.0,19054735.0,29.86,75.82,11796688.0,48.22,97.6,317358.0,367495.0,9301.0,0.777
2021-04-30,California,30223491.0,38918500.0,19178415.0,30.23,76.49,11945441.0,48.54,98.5,266041.0,356625.0,9026.0,0.777
2021-05-01,California,30820835.0,39630080.0,19444906.0,31.08,78.0,12282199.0,49.21,100.3,597344.0,359825.0,9107.0,0.778
2021-05-02,California,31185031.0,39630080.0,19593097.0,31.65,78.93,12505853.0,49.59,100.3,364196.0,340912.0,8628.0,0.787
2021-05-03,California,31382140.0,39630080.0,19673364.0,31.96,79.42,12626301.0,49.79,100.3,197109.0,318725.0,8066.0,0.792
2021-05-04,California,31468937.0,40533720.0,19712296.0,32.08,79.64,12676173.0,49.89,102.59,86797.0,299430.0,7578.0,0.776
2021-05-05,California,31670889.0,40691390.0,19786567.0,32.42,80.15,12808631.0,50.08,102.98,201952.0,290114.0,7342.0,0.778
2021-05-06,California,31997303.0,41020990.0,19913673.0,32.95,80.98,13017480.0,50.4,103.82,326414.0,291408.0,7375.0,0.78
2021-05-07,California,32367810.0,41640640.0,20047379.0,33.58,81.92,13269518.0,50.74,105.39,370507.0,306331.0,7753.0,0.777
2021-05-08,California,32759885.0,42020680.0,20172726.0,34.29,82.91,13547291.0,51.05,106.35,392075.0,277007.0,7011.0,0.78
2021-05-09,California,33109680.0,42020680.0,20284982.0,34.92,83.8,13796992.0,51.34,106.35,349795.0,274950.0,6959.0,0.788
2021-01-12,Colorado,224428.0,516750.0,187838.0,0.63,3.9,36425.0,3.26,8.97,,,,0.434
2021-01-13,Colorado,239665.0,530800.0,198227.0,0.72,4.16,41271.0,3.44,9.22,15237.0,15237.0,2646.0,0.452
2021-01-14,Colorado,254706.0,531775.0,209300.0,,4.42,,3.63,9.23,15041.0,15139.0,2629.0,0.479
2021-01-15,Colorado,272233.0,531775.0,223761.0,0.82,4.73,47021.0,3.89,9.23,17527.0,15935.0,2767.0,0.512
2021-01-16,Colorado,,,,,,,,,14514.75,15580.0,2705.0,
2021-01-17,Colorado,,,,,,,,,14514.75,15367.0,2668.0,
2021-01-18,Colorado,,,,,,,,,14514.75,15225.0,2644.0,
2021-01-19,Colorado,330292.0,531775.0,278639.0,0.87,5.74,49897.0,4.84,9.23,14514.75,15123.0,2626.0,0.621
2021-01-20,Colorado,340438.0,631400.0,287174.0,0.89,5.91,51460.0,4.99,10.96,10146.0,14396.0,2500.0,0.539
2021-01-21,Colorado,353194.0,657250.0,296816.0,0.95,6.13,54474.0,5.15,11.41,12756.0,14070.0,2443.0,0.537
2021-01-22,Colorado,377283.0,671200.0,313217.0,1.08,6.55,62086.0,5.44,11.66,24089.0,15007.0,2606.0,0.562
2021-01-23,Colorado,377283.0,692700.0,313211.0,1.08,6.55,62086.0,5.44,12.03,0.0,12934.0,2246.0,0.545
2021-01-24,Colorado,434496.0,692700.0,355124.0,1.34,7.54,76902.0,6.17,12.03,57213.0,19033.0,3305.0,0.627
2021-01-25,Colorado,447880.0,692700.0,364889.0,1.4,7.78,80467.0,6.34,12.03,13384.0,18872.0,3277.0,0.647
2021-01-26,Colorado,457746.0,726450.0,372266.0,1.44,7.95,82946.0,6.46,12.61,9866.0,18208.0,3162.0,0.63
2021-01-27,Colorado,474527.0,775050.0,381679.0,1.57,8.24,90200.0,6.63,13.46,16781.0,19156.0,3326.0,0.612
2021-01-28,Colorado,495706.0,806950.0,394156.0,1.71,8.61,98663.0,6.84,14.01,21179.0,20359.0,3535.0,0.614
2021-01-29,Colorado,521879.0,813400.0,409939.0,1.88,9.06,108507.0,7.12,14.12,26173.0,20657.0,3587.0,0.642
2021-01-30,Colorado,545356.0,813400.0,423054.0,2.06,9.47,118770.0,7.35,14.12,23477.0,24010.0,4169.0,0.67
2021-01-31,Colorado,569234.0,813400.0,440576.0,2.17,9.88,125078.0,7.65,14.12,23878.0,19248.0,3342.0,0.7
2021-02-01,Colorado,589787.0,813400.0,455422.0,2.27,10.24,130738.0,7.91,14.12,20553.0,20272.0,3520.0,0.725
2021-02-02,Colorado,601347.0,871875.0,464938.0,2.31,10.44,132752.0,8.07,15.14,11560.0,20514.0,3562.0,0.69
2021-02-03,Colorado,617125.0,940800.0,472820.0,2.44,10.72,140610.0,8.21,16.34,15778.0,20371.0,3537.0,0.656
2021-02-04,Colorado,638923.0,983225.0,485332.0,2.6,11.09,149829.0,8.43,17.07,21798.0,20460.0,3553.0,0.65
2021-02-05,Colorado,661703.0,989075.0,495381.0,2.82,11.49,162511.0,8.6,17.18,22780.0,19975.0,3469.0,0.669
2021-02-06,Colorado,694860.0,991075.0,512024.0,3.11,12.07,178975.0,8.89,17.21,33157.0,21358.0,3709.0,0.701
2021-02-07,Colorado,729895.0,991075.0,528379.0,3.43,12.67,197523.0,9.18,17.21,35035.0,22952.0,3986.0,0.736
2021-02-08,Colorado,751960.0,991075.0,539961.0,3.61,13.06,207951.0,9.38,17.21,22065.0,23168.0,4023.0,0.759
2021-02-09,Colorado,757560.0,1045000.0,542165.0,3.67,13.15,211328.0,9.41,18.15,5600.0,22316.0,3875.0,0.725
2021-02-10,Colorado,787041.0,1110575.0,557204.0,3.92,13.67,225626.0,9.68,19.29,29481.0,24274.0,4215.0,0.709
2021-02-11,Colorado,815108.0,1162775.0,570979.0,4.16,14.15,239804.0,9.92,20.19,28067.0,25169.0,4371.0,0.701
2021-02-12,Colorado,844620.0,1204800.0,586187.0,4.41,14.67,254037.0,10.18,20.92,29512.0,26131.0,4538.0,0.701
2021-02-13,Colorado,885581.0,1210475.0,609445.0,4.72,15.38,271661.0,10.58,21.02,40961.0,27246.0,4731.0,0.732
2021-02-14,Colorado,926807.0,1210475.0,631243.0,5.05,16.09,290991.0,10.96,21.02,41226.0,28130.0,4885.0,0.766
2021-02-15,Colorado,,,,,,,,,36895.0,30249.0,5253.0,
2021-02-16,Colorado,1000597.0,1224575.0,686889.0,5.37,17.38,308992.0,11.93,21.26,36895.0,34720.0,6029.0,0.817
2021-02-17,Colorado,1024167.0,1230425.0,704742.0,5.46,17.78,314557.0,12.24,21.37,23570.0,33875.0,5882.0,0.832
2021-02-18,Colorado,1053041.0,1282300.0,724699.0,5.6,18.29,322769.0,12.58,22.27,28874.0,33990.0,5902.0,0.821
2021-02-19,Colorado,1132448.0,1332775.0,780757.0,6.0,19.66,345623.0,13.56,23.14,79407.0,41118.0,7140.0,0.85
2021-02-20,Colorado,1167895.0,1348800.0,800799.0,6.26,20.28,360392.0,13.91,23.42,35447.0,40331.0,7003.0,0.866
2021-02-21,Colorado,1202161.0,1348800.0,817009.0,6.57,20.88,378242.0,14.19,23.42,34266.0,39336.0,6831.0,0.891
2021-02-22,Colorado,1231699.0,1348800.0,831687.0,6.81,21.39,392378.0,14.44,23.42,29538.0,38285.0,6648.0,0.913
2021-02-23,Colorado,1233466.0,1417245.0,832723.0,6.83,21.42,393198.0,14.46,24.61,1767.0,33267.0,5777.0,0.87
2021-02-24,Colorado,1268302.0,1512970.0,847173.0,7.18,22.02,413202.0,14.71,26.27,34836.0,34876.0,6056.0,0.838
2021-02-25,Colorado,1294236.0,1597960.0,859919.0,7.4,22.47,426398.0,14.93,27.75,25934.0,34456.0,5983.0,0.81
2021-02-26,Colorado,1323183.0,1658660.0,876097.0,7.63,22.98,439201.0,15.21,28.8,28947.0,27248.0,4732.0,0.798
2021-02-27,Colorado,1324715.0,1700660.0,876958.0,7.65,23.0,440259.0,15.23,29.53,1532.0,22403.0,3890.0,0.779
2021-02-28,Colorado,1371577.0,1700660.0,901484.0,8.02,23.82,461947.0,15.65,29.53,46862.0,24202.0,4203.0,0.806
2021-03-01,Colorado,1412910.0,1700660.0,924947.0,8.33,24.54,479652.0,16.06,29.53,41333.0,25887.0,4495.0,0.831
2021-03-02,Colorado,1428854.0,1747350.0,935576.0,8.42,24.81,484943.0,16.25,30.34,15944.0,27913.0,4847.0,0.818
2021-03-03,Colorado,1462053.0,1847780.0,954066.0,8.67,25.39,499168.0,16.57,32.09,33199.0,27679.0,4806.0,0.791
2021-03-04,Colorado,1494910.0,1933440.0,972060.0,8.91,25.96,513386.0,16.88,33.57,32857.0,28668.0,4978.0,0.773
2021-03-05,Colorado,1528864.0,2008930.0,991979.0,9.14,26.55,526521.0,17.23,34.88,33954.0,29383.0,5102.0,0.761
2021-03-06,Colorado,1580162.0,2019460.0,1019416.0,9.54,27.44,549441.0,17.7,35.07,51298.0,36492.0,6337.0,0.782
2021-03-07,Colorado,1626499.0,2019460.0,1046640.0,9.86,28.24,567922.0,18.17,35.07,46337.0,36417.0,6324.0,0.805
2021-03-08,Colorado,1627458.0,2019460.0,1047703.0,9.93,28.26,571975.0,18.19,35.07,959.0,30650.0,5322.0,0.806
2021-03-09,Colorado,1650716.0,2119340.0,1061907.0,10.16,28.66,584872.0,18.44,36.8,23258.0,31695.0,5504.0,0.779
2021-03-10,Colorado,1694476.0,2213800.0,1089653.0,10.58,29.42,609417.0,18.92,38.44,43760.0,33203.0,5766.0,0.765
2021-03-11,Colorado,1764066.0,2298570.0,1133732.0,11.12,30.63,640244.0,19.69,39.91,69590.0,38451.0,6677.0,0.767
2021-03-12,Colorado,1817050.0,2331020.0,1165790.0,11.55,31.55,665380.0,20.24,40.48,52984.0,41169.0,7149.0,0.78
2021-03-13,Colorado,1878538.0,2345060.0,1199979.0,12.07,32.62,695032.0,20.84,40.72,61488.0,42625.0,7402.0,0.801
2021-03-14,Colorado,1878639.0,2345060.0,1200280.0,12.07,32.62,695186.0,20.84,40.72,101.0,36020.0,6255.0,0.801
2021-03-15,Colorado,1933717.0,2345060.0,1232096.0,12.51,33.58,720482.0,21.4,40.72,55078.0,43751.0,7597.0,0.825
2021-03-16,Colorado,1948333.0,2345060.0,1239039.0,12.65,33.83,728689.0,21.52,40.72,14616.0,42517.0,7383.0,0.831
2021-03-17,Colorado,1987533.0,2536780.0,1262328.0,12.97,34.51,746744.0,21.92,44.05,39200.0,41865.0,7270.0,0.783
2021-03-18,Colorado,2029213.0,2644500.0,1285898.0,13.3,35.24,765933.0,22.33,45.92,41680.0,37878.0,6577.0,0.767
2021-03-19,Colorado,2080284.0,2669970.0,1320575.0,13.6,36.12,782902.0,22.93,46.36,51071.0,37605.0,6530.0,0.779
2021-03-20,Colorado,2188145.0,2684110.0,1378562.0,14.55,38.0,838000.0,23.94,46.61,107861.0,44230.0,7681.0,0.815
2021-03-21,Colorado,2250372.0,2684110.0,1413334.0,15.05,39.08,866707.0,24.54,46.61,62227.0,53105.0,9222.0,0.838
2021-03-22,Colorado,2276660.0,2684110.0,1428551.0,15.25,39.53,878386.0,24.81,46.61,26288.0,48992.0,8507.0,0.848
2021-03-23,Colorado,2310425.0,2789800.0,1451398.0,15.45,40.12,889795.0,25.2,48.44,33765.0,51727.0,8982.0,0.828
2021-03-24,Colorado,2344091.0,2894980.0,1475619.0,15.63,40.7,900059.0,25.62,50.27,33666.0,50937.0,8845.0,0.81
2021-03-25,Colorado,2388899.0,3006760.0,1510575.0,15.85,41.48,912807.0,26.23,52.21,44808.0,51384.0,8923.0,0.795
2021-03-26,Colorado,2443350.0,3050950.0,1551393.0,16.1,42.43,927382.0,26.94,52.98,54451.0,51867.0,9007.0,0.801
2021-03-27,Colorado,2500874.0,3060410.0,1591554.0,16.43,43.43,946188.0,27.64,53.14,57524.0,44676.0,7758.0,0.817
2021-03-28,Colorado,2569087.0,3060410.0,1639579.0,16.79,44.61,966835.0,28.47,53.14,68213.0,45531.0,7906.0,0.839
2021-03-29,Colorado,2602792.0,3060410.0,1664752.0,16.95,45.2,976137.0,28.91,53.14,33705.0,46590.0,8090.0,0.85
2021-03-30,Colorado,2645306.0,3217170.0,1692343.0,17.21,45.94,991243.0,29.39,55.87,42514.0,47840.0,8307.0,0.822
2021-03-31,Colorado,2691248.0,3330360.0,1720668.0,17.51,46.73,1008589.0,29.88,57.83,45942.0,49594.0,8612.0,0.808
2021-04-01,Colorado,2746030.0,3459750.0,1756207.0,17.86,47.68,1028324.0,30.5,60.08,54782.0,51019.0,8859.0,0.794
2021-04-02,Colorado,2803981.0,3517390.0,1792685.0,18.25,48.69,1051000.0,31.13,61.08,57951.0,51519.0,8946.0,0.797
2021-04-03,Colorado,2878136.0,3527450.0,1837148.0,18.78,49.98,1081615.0,31.9,61.25,74155.0,53895.0,9359.0,0.816
2021-04-04,Colorado,2954206.0,3527450.0,1889755.0,19.25,51.3,1108570.0,32.82,61.25,76070.0,55017.0,9554.0,0.837
2021-04-05,Colorado,2979697.0,3527450.0,1908869.0,19.43,51.74,1118667.0,33.15,61.25,25491.0,53844.0,9350.0,0.845
2021-04-06,Colorado,3017904.0,3720990.0,1934660.0,19.65,52.41,1131482.0,33.6,64.61,38207.0,53228.0,9243.0,0.811
2021-04-07,Colorado,3079255.0,3837040.0,1978286.0,20.09,53.47,1156758.0,34.35,66.63,61351.0,55430.0,9625.0,0.803
2021-04-08,Colorado,3129702.0,3963630.0,2010121.0,20.51,54.35,1181330.0,34.91,68.83,50447.0,54810.0,9518.0,0.79
2021-04-09,Colorado,3184749.0,4016000.0,2046950.0,20.97,55.3,1207372.0,35.55,69.74,55047.0,54395.0,9446.0,0.793
2021-04-10,Colorado,3266193.0,4090550.0,2099453.0,21.7,56.72,1249516.0,36.46,71.03,81444.0,55437.0,9627.0,0.798
2021-04-11,Colorado,3336248.0,4090550.0,2143097.0,22.33,57.93,1285768.0,37.21,71.03,70055.0,54577.0,9477.0,0.816
2021-04-12,Colorado,3407618.0,4090550.0,2193270.0,22.78,59.17,1311847.0,38.09,71.03,71370.0,61132.0,10616.0,0.833
2021-04-13,Colorado,3464019.0,4181590.0,2231953.0,23.15,60.15,1333034.0,38.76,72.61,56401.0,63731.0,11067.0,0.828
2021-04-14,Colorado,3527781.0,4308370.0,2276754.0,23.6,61.26,1358993.0,39.54,74.81,63762.0,64075.0,11127.0,0.819
2021-04-15,Colorado,3583563.0,4417200.0,2312508.0,23.95,62.23,1379177.0,40.16,76.7,55782.0,64837.0,11259.0,0.811
2021-04-16,Colorado,3646570.0,4462590.0,2349784.0,24.41,63.32,1405861.0,40.8,77.49,63007.0,65974.0,11456.0,0.817
2021-04-17,Colorado,3714665.0,4515250.0,2382398.0,25.04,64.5,1441796.0,41.37,78.41,68095.0,64067.0,11125.0,0.823
2021-04-18,Colorado,3790514.0,4515250.0,2418793.0,25.74,65.82,1482555.0,42.0,78.41,75849.0,64895.0,11269.0,0.839
2021-04-19,Colorado,3846376.0,4515250.0,2447138.0,26.23,66.79,1510363.0,42.49,78.41,55862.0,62680.0,10884.0,0.852
2021-04-20,Colorado,3890828.0,4679750.0,2466259.0,26.67,67.56,1535815.0,42.83,81.26,44452.0,60973.0,10588.0,0.831
2021-04-21,Colorado,3942162.0,4792990.0,2491259.0,27.12,68.46,1561775.0,43.26,83.23,51334.0,59197.0,10280.0,0.822
2021-04-22,Colorado,4003990.0,4890000.0,2518244.0,27.72,69.53,1596141.0,43.73,84.91,61828.0,60061.0,10430.0,0.819
2021-04-23,Colorado,4068389.0,4923030.0,2541410.0,28.43,70.65,1636956.0,44.13,85.49,64399.0,60260.0,10464.0,0.826
2021-04-24,Colorado,4072289.0,4968480.0,2542919.0,28.48,70.71,1639963.0,44.16,86.28,3900.0,51089.0,8872.0,0.82
2021-04-25,Colorado,4210710.0,4968480.0,2592016.0,30.0,73.12,1727477.0,45.01,86.28,138421.0,60028.0,10424.0,0.847
2021-04-26,Colorado,4241020.0,4968480.0,2604683.0,30.31,73.64,1745232.0,45.23,86.28,30310.0,56378.0,9790.0,0.854
2021-04-27,Colorado,4278837.0,5129330.0,2619556.0,30.7,74.3,1767903.0,45.49,89.07,37817.0,55430.0,9625.0,0.834
2021-04-28,Colorado,4323941.0,5234840.0,2639720.0,31.12,75.08,1792395.0,45.84,90.9,45104.0,54540.0,9471.0,0.826
2021-04-29,Colorado,4388497.0,5335910.0,2658086.0,31.68,76.21,1824323.0,46.16,92.66,64556.0,54930.0,9539.0,0.822
2021-04-30,Colorado,4442828.0,5395910.0,2677574.0,32.24,77.15,1856500.0,46.5,93.7,54331.0,53491.0,9289.0,0.823
2021-05-01,Colorado,4506339.0,5425720.0,2697032.0,33.01,78.25,1901152.0,46.83,94.22,63511.0,62007.0,10767.0,0.831
2021-05-02,Colorado,4549102.0,5425720.0,2708668.0,33.56,78.99,1932846.0,47.04,94.22,42763.0,48342.0,8395.0,0.838
2021-05-03,Colorado,4571001.0,5425720.0,2714585.0,33.84,79.38,1948978.0,47.14,94.22,21899.0,47140.0,8186.0,0.842
2021-05-04,Colorado,4602145.0,5598750.0,2722484.0,34.25,79.92,1972476.0,47.28,97.22,31144.0,46187.0,8020.0,0.822
2021-05-05,Colorado,4649806.0,5658550.0,2739293.0,34.79,80.74,2003556.0,47.57,98.26,47661.0,46552.0,8084.0,0.822
2021-05-06,Colorado,4711738.0,5772220.0,2760181.0,35.53,81.82,2045903.0,47.93,100.23,61932.0,46177.0,8019.0,0.816
2021-05-07,Colorado,4768105.0,5822000.0,2774918.0,36.27,82.8,2088505.0,48.19,101.1,56367.0,46468.0,8069.0,0.819
2021-05-08,Colorado,4818646.0,5861710.0,2788171.0,36.93,83.68,2126931.0,48.42,101.79,50541.0,44615.0,7747.0,0.822
2021-05-09,Colorado,4880920.0,5861710.0,2804920.0,37.72,84.76,2172481.0,48.71,101.79,62274.0,47403.0,8231.0,0.833
2021-01-12,Connecticut,151395.0,250775.0,56350.0,0.12,4.25,4174.0,1.58,7.03,,,,0.604
2021-01-13,Connecticut,161875.0,315025.0,58920.0,0.15,4.54,5268.0,1.65,8.84,10480.0,10480.0,2939.0,0.514
2021-01-14,Connecticut,171897.0,328675.0,156366.0,,4.82,,4.39,9.22,10022.0,10251.0,2875.0,0.523
2021-01-15,Connecticut,185866.0,328775.0,166722.0,0.48,5.21,17162.0,4.68,9.22,13969.0,11490.0,3223.0,0.565
2021-01-16,Connecticut,,,,,,,,,10914.5,11346.0,3182.0,
2021-01-17,Connecticut,,,,,,,,,10914.5,11260.0,3158.0,
2021-01-18,Connecticut,,,,,,,,,10914.5,11202.0,3142.0,
2021-01-19,Connecticut,229524.0,328775.0,201664.0,0.65,6.44,23150.0,5.66,9.22,10914.5,11161.0,3130.0,0.698
2021-01-20,Connecticut,243140.0,430375.0,213145.0,0.7,6.82,25018.0,5.98,12.07,13616.0,11609.0,3256.0,0.565
2021-01-21,Connecticut,264707.0,435075.0,230913.0,0.8,7.42,28602.0,6.48,12.2,21567.0,13259.0,3719.0,0.608
2021-01-22,Connecticut,287440.0,477250.0,248753.0,0.93,8.06,33149.0,6.98,13.39,22733.0,14511.0,4070.0,0.602
2021-01-23,Connecticut,306796.0,492850.0,264042.0,1.04,8.61,37098.0,7.41,13.82,19356.0,15716.0,4408.0,0.622
2021-01-24,Connecticut,321737.0,492850.0,275126.0,1.14,9.02,40506.0,7.72,13.82,14941.0,16292.0,4570.0,0.653
2021-01-25,Connecticut,331264.0,492850.0,282674.0,1.19,9.29,42421.0,7.93,13.82,9527.0,16094.0,4514.0,0.672
2021-01-26,Connecticut,342643.0,515675.0,291257.0,1.27,9.61,45190.0,8.17,14.46,11379.0,16160.0,4533.0,0.664
2021-01-27,Connecticut,360991.0,543975.0,302710.0,1.46,10.13,51939.0,8.49,15.26,18348.0,16836.0,4722.0,0.664
2021-01-28,Connecticut,381160.0,571775.0,315317.0,1.67,10.69,59437.0,8.84,16.04,20169.0,16636.0,4666.0,0.667
2021-01-29,Connecticut,403370.0,577625.0,329149.0,1.9,11.31,67624.0,9.23,16.2,22210.0,16561.0,4645.0,0.698
2021-01-30,Connecticut,421191.0,578600.0,340886.0,2.07,11.81,73706.0,9.56,16.23,17821.0,16342.0,4584.0,0.728
2021-01-31,Connecticut,436842.0,578600.0,349879.0,2.23,12.25,79511.0,9.81,16.23,15651.0,16444.0,4612.0,0.755
2021-02-01,Connecticut,449253.0,578600.0,357588.0,2.35,12.6,83855.0,10.03,16.23,12411.0,16856.0,4728.0,0.776
2021-02-02,Connecticut,456090.0,574650.0,361495.0,2.43,12.79,86602.0,10.14,16.12,6837.0,16207.0,4546.0,0.794
2021-02-03,Connecticut,465008.0,608600.0,365975.0,2.54,13.04,90574.0,10.26,17.07,8918.0,14860.0,4168.0,0.764
2021-02-04,Connecticut,481826.0,666175.0,375795.0,2.74,13.51,97568.0,10.54,18.69,16818.0,14381.0,4034.0,0.723
2021-02-05,Connecticut,502347.0,668125.0,387627.0,2.98,14.09,106224.0,10.87,18.74,20521.0,14140.0,3966.0,0.752
2021-02-06,Connecticut,519400.0,740300.0,395554.0,3.24,14.57,115349.0,11.09,20.76,17053.0,14030.0,3935.0,0.702
2021-02-07,Connecticut,533941.0,740300.0,402227.0,3.46,14.98,123198.0,11.28,20.76,14541.0,13871.0,3891.0,0.721
2021-02-08,Connecticut,542414.0,740300.0,406697.0,3.57,15.21,127194.0,11.41,20.76,8473.0,13309.0,3733.0,0.733
2021-02-09,Connecticut,554322.0,800225.0,412601.0,3.74,15.55,133196.0,11.57,22.44,11908.0,14033.0,3936.0,0.693
2021-02-10,Connecticut,574750.0,801325.0,423296.0,4.01,16.12,142918.0,11.87,22.48,20428.0,15677.0,4397.0,0.717
2021-02-11,Connecticut,600249.0,812325.0,437058.0,4.34,16.84,154639.0,12.26,22.78,25499.0,16918.0,4745.0,0.739
2021-02-12,Connecticut,626678.0,814525.0,450204.0,4.71,17.58,167894.0,12.63,22.85,26429.0,17762.0,4982.0,0.769
2021-02-13,Connecticut,654766.0,847200.0,462710.0,5.14,18.37,183146.0,12.98,23.76,28088.0,19338.0,5424.0,0.773
2021-02-14,Connecticut,674704.0,854725.0,473106.0,5.38,18.92,191978.0,13.27,23.97,19938.0,20109.0,5640.0,0.789
2021-02-15,Connecticut,,,,,,,,,18219.0,21501.0,6031.0,
2021-02-16,Connecticut,711142.0,914075.0,494373.0,5.8,19.95,206920.0,13.87,25.64,18219.0,22403.0,6284.0,0.778
2021-02-17,Connecticut,738191.0,916075.0,509165.0,6.14,20.7,218777.0,14.28,25.69,27049.0,23349.0,6549.0,0.806
2021-02-18,Connecticut,767183.0,922075.0,525133.0,6.5,21.52,231795.0,14.73,25.86,28992.0,23848.0,6689.0,0.832
2021-02-19,Connecticut,822615.0,958925.0,558539.0,7.12,23.07,253770.0,15.67,26.9,55432.0,27991.0,7851.0,0.858
2021-02-20,Connecticut,847820.0,984275.0,572145.0,7.44,23.78,265343.0,16.05,27.61,25205.0,27579.0,7735.0,0.861
