iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
AFG,Asia,Afghanistan,2020-02-24,1.0,1.0,,,,,0.026,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-02-25,1.0,0.0,,,,,0.026,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-02-26,1.0,0.0,,,,,0.026,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-02-27,1.0,0.0,,,,,0.026,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-02-28,1.0,0.0,,,,,0.026,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-02-29,1.0,0.0,0.143,,,0.0,0.026,0.0,0.004,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.33,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-01,1.0,0.0,0.143,,,0.0,0.026,0.0,0.004,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-02,1.0,0.0,0.0,,,0.0,0.026,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-03,2.0,1.0,0.143,,,0.0,0.051,0.026,0.004,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-04,4.0,2.0,0.429,,,0.0,0.103,0.051,0.011,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-05,4.0,0.0,0.429,,,0.0,0.103,0.0,0.011,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-06,4.0,0.0,0.429,,,0.0,0.103,0.0,0.011,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-07,4.0,0.0,0.429,,,0.0,0.103,0.0,0.011,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-08,5.0,1.0,0.571,,,0.0,0.128,0.026,0.015,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-09,7.0,2.0,0.857,,,0.0,0.18,0.051,0.022,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-10,8.0,1.0,0.857,,,0.0,0.206,0.026,0.022,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-11,11.0,3.0,1.0,,,0.0,0.283,0.077,0.026,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-12,12.0,1.0,1.143,,,0.0,0.308,0.026,0.029,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-13,13.0,1.0,1.286,,,0.0,0.334,0.026,0.033,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.78,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-14,15.0,2.0,1.571,,,0.0,0.385,0.051,0.04,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-15,16.0,1.0,1.571,,,0.0,0.411,0.026,0.04,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-16,18.0,2.0,1.571,,,0.0,0.462,0.051,0.04,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-17,20.0,2.0,1.714,,,0.0,0.514,0.051,0.044,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-18,24.0,4.0,1.857,,,0.0,0.617,0.103,0.048,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-19,25.0,1.0,1.857,,,0.0,0.642,0.026,0.048,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-20,29.0,4.0,2.286,,,0.0,0.745,0.103,0.059,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-21,30.0,1.0,2.143,,,0.0,0.771,0.026,0.055,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-22,34.0,4.0,2.571,1.0,1.0,0.143,0.873,0.103,0.066,0.026,0.026,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-23,41.0,7.0,3.286,1.0,0.0,0.143,1.053,0.18,0.084,0.026,0.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.67,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-24,43.0,2.0,3.286,1.0,0.0,0.143,1.105,0.051,0.084,0.026,0.0,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-25,76.0,33.0,7.429,2.0,1.0,0.286,1.952,0.848,0.191,0.051,0.026,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-26,80.0,4.0,7.857,3.0,1.0,0.429,2.055,0.103,0.202,0.077,0.026,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-27,91.0,11.0,8.857,3.0,0.0,0.429,2.338,0.283,0.228,0.077,0.0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-28,107.0,16.0,11.0,4.0,1.0,0.571,2.749,0.411,0.283,0.103,0.026,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-29,118.0,11.0,12.0,4.0,0.0,0.429,3.031,0.283,0.308,0.103,0.0,0.011,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-30,146.0,28.0,15.0,4.0,0.0,0.429,3.75,0.719,0.385,0.103,0.0,0.011,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-03-31,175.0,29.0,18.857,4.0,0.0,0.429,4.495,0.745,0.484,0.103,0.0,0.011,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-01,197.0,22.0,17.286,4.0,0.0,0.286,5.061,0.565,0.444,0.103,0.0,0.007,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-02,240.0,43.0,22.857,4.0,0.0,0.143,6.165,1.105,0.587,0.103,0.0,0.004,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-03,275.0,35.0,26.286,8.0,4.0,0.714,7.064,0.899,0.675,0.206,0.103,0.018,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-04,300.0,25.0,27.571,10.0,2.0,0.857,7.706,0.642,0.708,0.257,0.051,0.022,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-05,338.0,38.0,31.429,12.0,2.0,1.143,8.683,0.976,0.807,0.308,0.051,0.029,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-06,368.0,30.0,31.714,15.0,3.0,1.571,9.453,0.771,0.815,0.385,0.077,0.04,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-07,424.0,56.0,35.571,16.0,1.0,1.714,10.892,1.439,0.914,0.411,0.026,0.044,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-08,445.0,21.0,35.429,16.0,0.0,1.714,11.431,0.539,0.91,0.411,0.0,0.044,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-09,485.0,40.0,35.0,17.0,1.0,1.857,12.459,1.028,0.899,0.437,0.026,0.048,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-10,532.0,47.0,36.714,18.0,1.0,1.429,13.666,1.207,0.943,0.462,0.026,0.037,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-11,556.0,24.0,36.571,18.0,0.0,1.143,14.283,0.617,0.939,0.462,0.0,0.029,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-12,608.0,52.0,38.571,19.0,1.0,1.0,15.618,1.336,0.991,0.488,0.026,0.026,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-13,666.0,58.0,42.571,22.0,3.0,1.0,17.108,1.49,1.094,0.565,0.077,0.026,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-14,715.0,49.0,41.571,23.0,1.0,1.0,18.367,1.259,1.068,0.591,0.026,0.026,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-15,785.0,70.0,48.571,29.0,6.0,1.857,20.165,1.798,1.248,0.745,0.154,0.048,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-16,841.0,56.0,50.857,30.0,1.0,1.857,21.604,1.439,1.306,0.771,0.026,0.048,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-17,907.0,66.0,53.571,30.0,0.0,1.714,23.299,1.695,1.376,0.771,0.0,0.044,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-18,934.0,27.0,54.0,30.0,0.0,1.714,23.993,0.694,1.387,0.771,0.0,0.044,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-19,997.0,63.0,55.571,33.0,3.0,2.0,25.611,1.618,1.428,0.848,0.077,0.051,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-20,1027.0,30.0,51.571,36.0,3.0,2.0,26.382,0.771,1.325,0.925,0.077,0.051,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-21,1093.0,66.0,54.0,36.0,0.0,1.857,28.077,1.695,1.387,0.925,0.0,0.048,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-22,1177.0,84.0,56.0,40.0,4.0,1.571,30.235,2.158,1.439,1.028,0.103,0.04,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-23,1236.0,59.0,56.429,40.0,0.0,1.429,31.751,1.516,1.45,1.028,0.0,0.037,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-24,1331.0,95.0,60.571,43.0,3.0,1.857,34.191,2.44,1.556,1.105,0.077,0.048,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-25,1464.0,133.0,75.714,47.0,4.0,2.429,37.608,3.417,1.945,1.207,0.103,0.062,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-26,1532.0,68.0,76.429,52.0,5.0,2.714,39.354,1.747,1.963,1.336,0.128,0.07,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-27,1704.0,172.0,96.714,58.0,6.0,3.143,43.773,4.418,2.484,1.49,0.154,0.081,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-28,1830.0,126.0,105.286,59.0,1.0,3.286,47.009,3.237,2.705,1.516,0.026,0.084,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-29,1940.0,110.0,109.0,61.0,2.0,3.0,49.835,2.826,2.8,1.567,0.051,0.077,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-04-30,2127.0,187.0,127.286,64.0,3.0,3.429,54.639,4.804,3.27,1.644,0.077,0.088,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-05-01,2291.0,164.0,137.143,68.0,4.0,3.571,58.852,4.213,3.523,1.747,0.103,0.092,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-05-02,2470.0,179.0,143.714,72.0,4.0,3.571,63.45,4.598,3.692,1.85,0.103,0.092,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-05-03,2705.0,235.0,167.571,85.0,13.0,4.714,69.487,6.037,4.305,2.183,0.334,0.121,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-05-04,2895.0,190.0,170.143,90.0,5.0,4.571,74.367,4.881,4.371,2.312,0.128,0.117,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-05-05,3225.0,330.0,199.286,95.0,5.0,5.143,82.845,8.477,5.119,2.44,0.128,0.132,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-05-06,3393.0,168.0,207.571,104.0,9.0,6.143,87.16,4.316,5.332,2.672,0.231,0.158,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-05-07,3564.0,171.0,205.286,106.0,2.0,6.0,91.553,4.393,5.273,2.723,0.051,0.154,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-05-08,3781.0,217.0,212.857,109.0,3.0,5.857,97.127,5.574,5.468,2.8,0.077,0.15,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-05-09,4042.0,261.0,224.571,115.0,6.0,6.143,103.832,6.705,5.769,2.954,0.154,0.158,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-05-10,4403.0,361.0,242.571,120.0,5.0,5.0,113.105,9.273,6.231,3.083,0.128,0.128,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-05-11,4687.0,284.0,256.0,122.0,2.0,4.571,120.401,7.295,6.576,3.134,0.051,0.117,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-05-12,4968.0,281.0,249.0,127.0,5.0,4.571,127.619,7.218,6.396,3.262,0.128,0.117,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-05-13,5227.0,259.0,262.0,132.0,5.0,4.0,134.272,6.653,6.73,3.391,0.128,0.103,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-05-14,5640.0,413.0,296.571,136.0,4.0,4.286,144.882,10.609,7.618,3.494,0.103,0.11,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-05-15,6054.0,414.0,324.714,153.0,17.0,6.286,155.517,10.635,8.341,3.93,0.437,0.161,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-05-16,6403.0,349.0,337.286,168.0,15.0,7.571,164.482,8.965,8.664,4.316,0.385,0.194,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-05-17,6665.0,262.0,323.143,170.0,2.0,7.143,171.212,6.73,8.301,4.367,0.051,0.183,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-05-18,7073.0,408.0,340.857,173.0,3.0,7.286,181.693,10.481,8.756,4.444,0.077,0.187,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-05-19,7654.0,581.0,383.714,178.0,5.0,7.286,196.618,14.925,9.857,4.573,0.128,0.187,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-05-20,8146.0,492.0,417.0,188.0,10.0,8.0,209.256,12.639,10.712,4.829,0.257,0.206,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
AFG,Asia,Afghanistan,2020-05-21,8677.0,531.0,433.857,194.0,6.0,8.286,222.897,13.64,11.145,4.984,0.154,0.213,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511
